slac_date & time,slac_unix_date,slac_power,home1_date & time,home1_unix_date,home1_power,agg1_date & time,agg1_unix_date,agg1_power,s1_date & time,s1_unix_date,s1_power,s2_date & time,s2_unix_date,s2_power
2021-11-21 17:35:16,1637544916,0.000,2021-11-21 17:35:17,1637544917,0.000,2021-11-21 17:35:17,1637544917,0.000,2021-11-21 17:35:17,1637544917,0.000,2021-11-21 17:35:17,1637544917,0.000
2021-11-21 17:35:19,1637544919,0.000,2021-11-21 17:35:21,1637544921,0.000,2021-11-21 17:35:21,1637544921,0.000,2021-11-21 17:35:21,1637544921,0.000,2021-11-21 17:35:21,1637544921,0.000
2021-11-21 17:35:23,1637544923,0.000,2021-11-21 17:35:24,1637544924,0.000,2021-11-21 17:35:24,1637544924,0.000,2021-11-21 17:35:24,1637544924,0.000,2021-11-21 17:35:24,1637544924,0.000
2021-11-21 17:35:26,1637544926,0.000,2021-11-21 17:35:28,1637544928,0.000,2021-11-21 17:35:28,1637544928,0.000,2021-11-21 17:35:28,1637544928,0.000,2021-11-21 17:35:28,1637544928,0.000
2021-11-21 17:35:30,1637544930,0.000,2021-11-21 17:35:31,1637544931,0.000,2021-11-21 17:35:31,1637544931,0.000,2021-11-21 17:35:31,1637544931,0.000,2021-11-21 17:35:31,1637544931,0.000
2021-11-21 17:35:33,1637544933,0.000,2021-11-21 17:35:35,1637544935,0.000,2021-11-21 17:35:35,1637544935,0.000,2021-11-21 17:35:35,1637544935,0.000,2021-11-21 17:35:35,1637544935,0.000
2021-11-21 17:35:37,1637544937,0.000,2021-11-21 17:35:38,1637544938,0.000,2021-11-21 17:35:38,1637544938,0.000,2021-11-21 17:35:38,1637544938,0.000,2021-11-21 17:35:38,1637544938,0.000
2021-11-21 17:35:40,1637544940,0.000,2021-11-21 17:35:41,1637544941,0.000,2021-11-21 17:35:41,1637544941,0.000,2021-11-21 17:35:41,1637544941,0.000,2021-11-21 17:35:41,1637544941,0.000
2021-11-21 17:35:43,1637544943,0.000,2021-11-21 17:35:44,1637544944,0.000,2021-11-21 17:35:44,1637544944,0.000,2021-11-21 17:35:44,1637544944,0.000,2021-11-21 17:35:44,1637544944,0.000
2021-11-21 17:35:47,1637544947,0.000,2021-11-21 17:35:48,1637544948,0.000,2021-11-21 17:35:48,1637544948,0.000,2021-11-21 17:35:48,1637544948,0.000,2021-11-21 17:35:48,1637544948,0.000
2021-11-21 17:35:50,1637544950,0.000,2021-11-21 17:35:51,1637544951,0.000,2021-11-21 17:35:51,1637544951,0.000,2021-11-21 17:35:51,1637544951,0.000,2021-11-21 17:35:51,1637544951,0.000
2021-11-21 17:35:54,1637544954,200.028,2021-11-21 17:35:55,1637544955,0.000,2021-11-21 17:35:55,1637544955,198.340,2021-11-21 17:35:55,1637544955,198.340,2021-11-21 17:35:55,1637544955,0.000
2021-11-21 17:35:57,1637544957,500.070,2021-11-21 17:35:58,1637544958,199.985,2021-11-21 17:35:58,1637544958,695.835,2021-11-21 17:35:58,1637544958,695.835,2021-11-21 17:35:58,1637544958,0.000
2021-11-21 17:36:00,1637544960,700.098,2021-11-21 17:36:01,1637544961,199.985,2021-11-21 17:36:01,1637544961,894.175,2021-11-21 17:36:01,1637544961,894.175,2021-11-21 17:36:01,1637544961,0.000
2021-11-21 17:36:03,1637544963,700.098,2021-11-21 17:36:05,1637544965,199.985,2021-11-21 17:36:05,1637544965,894.175,2021-11-21 17:36:05,1637544965,894.175,2021-11-21 17:36:05,1637544965,0.000
2021-11-21 17:36:07,1637544967,700.098,2021-11-21 17:36:08,1637544968,299.956,2021-11-21 17:36:08,1637544968,992.875,2021-11-21 17:36:08,1637544968,992.875,2021-11-21 17:36:08,1637544968,0.000
2021-11-21 17:36:10,1637544970,700.098,2021-11-21 17:36:11,1637544971,699.976,2021-11-21 17:36:11,1637544971,1391.200,2021-11-21 17:36:11,1637544971,1391.200,2021-11-21 17:36:11,1637544971,0.000
2021-11-21 17:36:14,1637544974,700.098,2021-11-21 17:36:15,1637544975,999.932,2021-11-21 17:36:15,1637544975,1689.885,2021-11-21 17:36:15,1637544975,1689.885,2021-11-21 17:36:15,1637544975,0.000
2021-11-21 17:36:17,1637544977,700.098,2021-11-21 17:36:18,1637544978,999.932,2021-11-21 17:36:18,1637544978,1689.885,2021-11-21 17:36:18,1637544978,1689.885,2021-11-21 17:36:18,1637544978,0.000
2021-11-21 17:36:20,1637544980,700.098,2021-11-21 17:36:22,1637544982,1099.917,2021-11-21 17:36:22,1637544982,1784.825,2021-11-21 17:36:22,1637544982,1784.825,2021-11-21 17:36:22,1637544982,0.000
2021-11-21 17:36:24,1637544984,700.098,2021-11-21 17:36:25,1637544985,999.903,2021-11-21 17:36:25,1637544985,1685.655,2021-11-21 17:36:25,1637544985,1685.655,2021-11-21 17:36:25,1637544985,0.000
2021-11-21 17:36:27,1637544987,700.098,2021-11-21 17:36:28,1637544988,1099.996,2021-11-21 17:36:28,1637544988,1789.525,2021-11-21 17:36:28,1637544988,1789.525,2021-11-21 17:36:28,1637544988,0.000
2021-11-21 17:36:30,1637544990,700.098,2021-11-21 17:36:32,1637544992,1099.996,2021-11-21 17:36:32,1637544992,1789.525,2021-11-21 17:36:32,1637544992,1789.525,2021-11-21 17:36:32,1637544992,0.000
2021-11-21 17:36:34,1637544994,700.098,2021-11-21 17:36:35,1637544995,999.903,2021-11-21 17:36:35,1637544995,1685.655,2021-11-21 17:36:35,1637544995,1685.655,2021-11-21 17:36:35,1637544995,0.000
2021-11-21 17:36:37,1637544997,700.098,2021-11-21 17:36:38,1637544998,999.903,2021-11-21 17:36:38,1637544998,1685.655,2021-11-21 17:36:38,1637544998,1685.655,2021-11-21 17:36:38,1637544998,0.000
2021-11-21 17:36:41,1637545001,700.098,2021-11-21 17:36:42,1637545002,999.903,2021-11-21 17:36:42,1637545002,1685.655,2021-11-21 17:36:42,1637545002,1685.655,2021-11-21 17:36:42,1637545002,0.000
2021-11-21 17:36:44,1637545004,700.098,2021-11-21 17:36:45,1637545005,1099.917,2021-11-21 17:36:45,1637545005,1784.825,2021-11-21 17:36:45,1637545005,1784.825,2021-11-21 17:36:45,1637545005,0.000
2021-11-21 17:36:47,1637545007,700.098,2021-11-21 17:36:48,1637545008,999.903,2021-11-21 17:36:48,1637545008,1685.655,2021-11-21 17:36:48,1637545008,1685.655,2021-11-21 17:36:48,1637545008,0.000
2021-11-21 17:36:52,1637545012,700.098,2021-11-21 17:36:53,1637545013,999.903,2021-11-21 17:36:53,1637545013,1685.655,2021-11-21 17:36:53,1637545013,1685.655,2021-11-21 17:36:53,1637545013,0.000
2021-11-21 17:36:55,1637545015,700.098,2021-11-21 17:36:55,1637545015,999.903,2021-11-21 17:36:55,1637545015,1685.655,2021-11-21 17:36:55,1637545015,1685.655,2021-11-21 17:36:55,1637545015,0.000
2021-11-21 17:36:58,1637545018,700.098,2021-11-21 17:36:59,1637545019,1099.996,2021-11-21 17:36:59,1637545019,1789.525,2021-11-21 17:36:59,1637545019,1789.525,2021-11-21 17:36:59,1637545019,0.000
2021-11-21 17:37:01,1637545021,700.098,2021-11-21 17:37:02,1637545022,1099.917,2021-11-21 17:37:02,1637545022,1784.825,2021-11-21 17:37:02,1637545022,1784.825,2021-11-21 17:37:02,1637545022,0.000
2021-11-21 17:37:04,1637545024,700.098,2021-11-21 17:37:05,1637545025,999.903,2021-11-21 17:37:05,1637545025,1685.655,2021-11-21 17:37:05,1637545025,1685.655,2021-11-21 17:37:05,1637545025,0.000
2021-11-21 17:37:07,1637545027,700.098,2021-11-21 17:37:08,1637545028,1099.917,2021-11-21 17:37:08,1637545028,1784.825,2021-11-21 17:37:08,1637545028,1784.825,2021-11-21 17:37:08,1637545028,0.000
2021-11-21 17:37:11,1637545031,700.098,2021-11-21 17:37:12,1637545032,1099.917,2021-11-21 17:37:12,1637545032,1784.825,2021-11-21 17:37:12,1637545032,1784.825,2021-11-21 17:37:12,1637545032,0.000
2021-11-21 17:37:17,1637545037,700.098,2021-11-21 17:37:18,1637545038,999.932,2021-11-21 17:37:18,1637545038,1689.885,2021-11-21 17:37:18,1637545038,1689.885,2021-11-21 17:37:18,1637545038,0.000
2021-11-21 17:37:21,1637545041,700.098,2021-11-21 17:37:22,1637545042,1099.917,2021-11-21 17:37:22,1637545042,1784.825,2021-11-21 17:37:22,1637545042,1784.825,2021-11-21 17:37:22,1637545042,0.000
2021-11-21 17:37:24,1637545044,700.098,2021-11-21 17:37:25,1637545045,999.903,2021-11-21 17:37:25,1637545045,1685.655,2021-11-21 17:37:25,1637545045,1685.655,2021-11-21 17:37:25,1637545045,0.000
2021-11-21 17:37:28,1637545048,700.098,2021-11-21 17:37:29,1637545049,999.903,2021-11-21 17:37:29,1637545049,1685.655,2021-11-21 17:37:29,1637545049,1685.655,2021-11-21 17:37:29,1637545049,0.000
2021-11-21 17:37:31,1637545051,700.098,2021-11-21 17:37:32,1637545052,1099.917,2021-11-21 17:37:32,1637545052,1784.825,2021-11-21 17:37:32,1637545052,1784.825,2021-11-21 17:37:32,1637545052,0.000
2021-11-21 17:37:35,1637545055,700.098,2021-11-21 17:37:36,1637545056,1800.015,2021-11-21 17:37:36,1637545056,2479.015,2021-11-21 17:37:36,1637545056,1999.850,2021-11-21 17:37:36,1637545056,479.165
2021-11-21 17:37:38,1637545058,700.098,2021-11-21 17:37:39,1637545059,1800.015,2021-11-21 17:37:39,1637545059,2479.015,2021-11-21 17:37:39,1637545059,1999.850,2021-11-21 17:37:39,1637545059,479.165
2021-11-21 17:37:41,1637545061,700.098,2021-11-21 17:37:43,1637545063,1800.015,2021-11-21 17:37:43,1637545063,2479.015,2021-11-21 17:37:43,1637545063,1999.850,2021-11-21 17:37:43,1637545063,479.165
2021-11-21 17:37:45,1637545065,700.098,2021-11-21 17:37:46,1637545066,1900.029,2021-11-21 17:37:46,1637545066,2578.185,2021-11-21 17:37:46,1637545066,1999.850,2021-11-21 17:37:46,1637545066,578.335
2021-11-21 17:37:48,1637545068,700.098,2021-11-21 17:37:49,1637545069,1800.015,2021-11-21 17:37:49,1637545069,2479.015,2021-11-21 17:37:49,1637545069,1999.850,2021-11-21 17:37:49,1637545069,479.165
2021-11-21 17:37:51,1637545071,700.098,2021-11-21 17:37:52,1637545072,1800.015,2021-11-21 17:37:52,1637545072,2479.015,2021-11-21 17:37:52,1637545072,1999.850,2021-11-21 17:37:52,1637545072,479.165
2021-11-21 17:37:55,1637545075,1399.959,2021-11-21 17:37:56,1637545076,1800.015,2021-11-21 17:37:56,1637545076,3172.970,2021-11-21 17:37:56,1637545076,1999.850,2021-11-21 17:37:56,1637545076,1173.120
2021-11-21 17:37:58,1637545078,1399.959,2021-11-21 17:37:59,1637545079,1700.001,2021-11-21 17:37:59,1637545079,3073.800,2021-11-21 17:37:59,1637545079,1999.850,2021-11-21 17:37:59,1637545079,1073.950
2021-11-21 17:38:01,1637545081,1399.959,2021-11-21 17:38:02,1637545082,1700.001,2021-11-21 17:38:02,1637545082,3073.800,2021-11-21 17:38:02,1637545082,1999.850,2021-11-21 17:38:02,1637545082,1073.950
2021-11-21 17:38:04,1637545084,1399.959,2021-11-21 17:38:05,1637545085,1700.001,2021-11-21 17:38:05,1637545085,3073.800,2021-11-21 17:38:05,1637545085,1999.850,2021-11-21 17:38:05,1637545085,1073.950
2021-11-21 17:38:08,1637545088,1399.959,2021-11-21 17:38:09,1637545089,1800.015,2021-11-21 17:38:09,1637545089,3172.970,2021-11-21 17:38:09,1637545089,1999.850,2021-11-21 17:38:09,1637545089,1173.120
2021-11-21 17:38:11,1637545091,1399.959,2021-11-21 17:38:12,1637545092,1800.015,2021-11-21 17:38:12,1637545092,3172.970,2021-11-21 17:38:12,1637545092,1999.850,2021-11-21 17:38:12,1637545092,1173.120
2021-11-21 17:38:14,1637545094,1399.916,2021-11-21 17:38:15,1637545095,1799.972,2021-11-21 17:38:15,1637545095,3174.615,2021-11-21 17:38:15,1637545095,1999.850,2021-11-21 17:38:15,1637545095,1174.765
2021-11-21 17:38:17,1637545097,1399.959,2021-11-21 17:38:18,1637545098,1800.015,2021-11-21 17:38:18,1637545098,3172.970,2021-11-21 17:38:18,1637545098,1999.850,2021-11-21 17:38:18,1637545098,1173.120
2021-11-21 17:38:21,1637545101,1399.959,2021-11-21 17:38:22,1637545102,1700.001,2021-11-21 17:38:22,1637545102,3073.800,2021-11-21 17:38:22,1637545102,1999.850,2021-11-21 17:38:22,1637545102,1073.950
2021-11-21 17:38:24,1637545104,1399.959,2021-11-21 17:38:25,1637545105,1700.001,2021-11-21 17:38:25,1637545105,3073.800,2021-11-21 17:38:25,1637545105,1999.850,2021-11-21 17:38:25,1637545105,1073.950
2021-11-21 17:38:27,1637545107,1399.959,2021-11-21 17:38:28,1637545108,1800.015,2021-11-21 17:38:28,1637545108,3172.970,2021-11-21 17:38:28,1637545108,1999.850,2021-11-21 17:38:28,1637545108,1173.120
2021-11-21 17:38:30,1637545110,1399.959,2021-11-21 17:38:31,1637545111,1799.972,2021-11-21 17:38:31,1637545111,3180.490,2021-11-21 17:38:31,1637545111,1999.850,2021-11-21 17:38:31,1637545111,1180.640
2021-11-21 17:38:33,1637545113,1399.959,2021-11-21 17:38:35,1637545115,1699.908,2021-11-21 17:38:35,1637545115,3080.850,2021-11-21 17:38:35,1637545115,1999.850,2021-11-21 17:38:35,1637545115,1081.000
2021-11-21 17:38:37,1637545117,1399.959,2021-11-21 17:38:38,1637545118,1800.015,2021-11-21 17:38:38,1637545118,3172.970,2021-11-21 17:38:38,1637545118,1999.850,2021-11-21 17:38:38,1637545118,1173.120
2021-11-21 17:38:40,1637545120,1399.959,2021-11-21 17:38:41,1637545121,1699.908,2021-11-21 17:38:41,1637545121,3080.850,2021-11-21 17:38:41,1637545121,1999.850,2021-11-21 17:38:41,1637545121,1081.000
2021-11-21 17:38:44,1637545124,1399.959,2021-11-21 17:38:44,1637545124,1900.036,2021-11-21 17:38:44,1637545124,3280.130,2021-11-21 17:38:44,1637545124,1999.850,2021-11-21 17:38:44,1637545124,1280.280
2021-11-21 17:38:47,1637545127,1399.959,2021-11-21 17:38:48,1637545128,1800.015,2021-11-21 17:38:48,1637545128,3172.970,2021-11-21 17:38:48,1637545128,1999.850,2021-11-21 17:38:48,1637545128,1173.120
2021-11-21 17:38:50,1637545130,1399.959,2021-11-21 17:38:51,1637545131,1799.972,2021-11-21 17:38:51,1637545131,3180.490,2021-11-21 17:38:51,1637545131,1999.850,2021-11-21 17:38:51,1637545131,1180.640
2021-11-21 17:38:53,1637545133,1399.959,2021-11-21 17:38:54,1637545134,1800.015,2021-11-21 17:38:54,1637545134,3172.970,2021-11-21 17:38:54,1637545134,1999.850,2021-11-21 17:38:54,1637545134,1173.120
2021-11-21 17:38:56,1637545136,1399.959,2021-11-21 17:38:57,1637545137,1700.001,2021-11-21 17:38:57,1637545137,3073.800,2021-11-21 17:38:57,1637545137,1999.850,2021-11-21 17:38:57,1637545137,1073.950
2021-11-21 17:39:00,1637545140,1399.959,2021-11-21 17:39:01,1637545141,1700.001,2021-11-21 17:39:01,1637545141,3073.800,2021-11-21 17:39:01,1637545141,1999.850,2021-11-21 17:39:01,1637545141,1073.950
2021-11-21 17:39:03,1637545143,1399.959,2021-11-21 17:39:04,1637545144,1700.001,2021-11-21 17:39:04,1637545144,3073.800,2021-11-21 17:39:04,1637545144,1999.850,2021-11-21 17:39:04,1637545144,1073.950
2021-11-21 17:39:11,1637545151,1399.959,2021-11-21 17:39:12,1637545152,1700.001,2021-11-21 17:39:12,1637545152,3073.800,2021-11-21 17:39:12,1637545152,1999.850,2021-11-21 17:39:12,1637545152,1073.950
2021-11-21 17:39:15,1637545155,1399.959,2021-11-21 17:39:16,1637545156,1800.015,2021-11-21 17:39:16,1637545156,3172.970,2021-11-21 17:39:16,1637545156,1999.850,2021-11-21 17:39:16,1637545156,1173.120
2021-11-21 17:39:18,1637545158,1399.959,2021-11-21 17:39:19,1637545159,1700.001,2021-11-21 17:39:19,1637545159,3073.800,2021-11-21 17:39:19,1637545159,1999.850,2021-11-21 17:39:19,1637545159,1073.950
2021-11-21 17:39:21,1637545161,1399.959,2021-11-21 17:39:22,1637545162,1800.015,2021-11-21 17:39:22,1637545162,3172.970,2021-11-21 17:39:22,1637545162,1999.850,2021-11-21 17:39:22,1637545162,1173.120
